"","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0044380","GO:0044380","protein localization to cytoskeleton","31/4700","67/18860",0.462686567164179,1.85665290568434,4.04688505655851,0.000117824976108498,0.00555535969442901,0.00454084314837619,"ABHD17A/ABHD17C/ABL1/APC/BICD1/CEP192/CEP250/CEP350/CEP72/CEP78/CHAMP1/CRIPT/DISC1/DVL1/FAM83H/GOLGB1/HOOK3/MAP1A/MAPRE1/MAPRE2/MAPRE3/MARK4/MCPH1/PARD6A/PIBF1/PLK1/RAB11A/RAB11FIP3/SNX10/TTK/UBXN2B",31
"GO:0003002","GO:0003002","regionalization","144/4700","440/18860",0.327272727272727,1.31326885880077,3.8306756658307,0.000119285377306385,0.0055825556579388,0.00456307260089765,"ACVR2A/ACVR2B/ADGRG1/ARL13B/ASB2/ATM/BASP1/BBS5/BMI1/BMP1/BMP2/BMP4/BMPR1A/BMPR2/C3/CFAP52/CHRD/CIMAP3/CTNNB1/CYP26C1/DAW1/DISP1/DLL1/DLX1/DNAAF1/DNAAF3/DNAI1/DVL1/DYNC2H1/EED/EMX1/EMX2/FBXL15/FGF8/FGFR1/FOXA1/FOXC1/FOXF1/FOXG1/FOXH1/FRS2/FUZ/GALNT11/GDF11/GLI1/GLI2/GREM1/GSC/GSX2/HES4/HES6/HES7/HEY1/HEY2/HHEX/HHIP/HIF1A/HOXA6/HOXA7/HOXB2/HOXB6/HOXB7/HOXC9/HOXD10/HOXD3/HOXD8/IFT122/ISL1/ITGAM/KDM2B/LAMA5/LBX1/LEFTY1/LEFTY2/LFNG/LHX1/LHX2/MDFI/MEF2C/MEGF8/MIB1/MICAL2/MICOS10-NBL1/NBL1/NCLN/NDRG4/NEK8/NKX2-1/NKX2-5/NOG/NOMO1/NOMO3/NOTCH1/NR2F2/NRP2/ODAD2/ODAD4/OSR1/OTX1/PAX2/PAX7/PBX1/PBX3/PCSK6/PIERCE2/PKD2/POFUT1/PPP2R3A/PRICKLE1/PRKDC/PTCH1/RBPJ/RIPPLY2/RNF2/RNF207/SEMA3F/SHH/SKI/SMAD2/SMAD3/SMAD4/SMAD6/SOX1/SUFU/TBR1/TBX2/TDRD1/TDRD5/TDRD7/TGIF1/TIGD5/TLL1/TMED2/TRAF3IP1/TULP3/VAX2/WDR19/WNT1/WNT11/WNT2B/WNT3A/WNT5A/YY1/ZBTB16",144
"GO:0048013","GO:0048013","ephrin receptor signaling pathway","26/4700","53/18860",0.490566037735849,1.96852669610598,4.06786377703962,0.000124863859270624,0.0058006607564103,0.00474134747354242,"ABL1/ANKS1A/ANKS1B/ARHGEF28/ARHGEF7/CDK5R1/EFNA1/EFNA2/EFNA3/EPHA6/EPHA8/EPHB1/EPHB2/EPHB3/EPHB6/GIT1/KALRN/MMP2/NCK1/NCK2/NTRK1/RASA1/RBPJ/SIPA1L1/SRC/SS18",26
"GO:0021987","GO:0021987","cerebral cortex development","53/4700","134/18860",0.395522388059701,1.58713877421404,3.92959039886756,0.000127075558880393,0.0058603166496812,0.00479010904239116,"ADGRG1/ATOH1/BAX/BMERB1/BTBD3/CDK5R1/CTNNB1/DISC1/DIXDC1/EFHC1/EMX1/EMX2/FBXO45/FOS/FOXG1/FOXP2/HIF1A/HTR6/KIF26A/LHX2/MBOAT7/MCPH1/MDGA1/MDK/NCOA1/NDEL1/NF1/NKX2-1/NOTCH2NLC/NR2E1/NTRK2/PAFAH1B1/PALS1/PHACTR1/PLCB1/RAC1/RHOA/RNF7/SLIT2/SRD5A1/SRGAP2/SRGAP2C/SUN1/TACC1/TACC2/TACC3/TBR1/TFAP2C/TMEM14B/TRAPPC9/WDR62/XAB2/ZMIZ1",53
"GO:0048488","GO:0048488","synaptic vesicle endocytosis","34/4700","76/18860",0.447368421052632,1.79518477043673,4.00181900748244,0.000129027288294217,0.00590720585103523,0.00482843536515201,"ACTB/AP2A2/AP2M1/AP3D1/AP3S1/AP3S2/ARF6/BLTP1/BTBD8/BTBD9/CALM3/CANX/CAPN2/CLTB/DGKQ/DNAJC6/DNM1/DNM2/DNM3/FCHO2/LRRK2/NLGN1/PARK7/PIK3C3/PPP3CC/PRKN/RAC1/SCRIB/SLC2A4/SNCB/SNX9/STX1A/SYNJ2/TBC1D24",34
"GO:0045666","GO:0045666","positive regulation of neuron differentiation","41/4700","97/18860",0.422680412371134,1.69611756964247,3.95998878216629,0.000132278075633036,0.00601246677589584,0.00491447360133036,"ADRA2C/ATOH1/BEND6/BMP2/BMP4/BNIP2/CYB5D2/DLX1/DUOXA1/EIF4G1/ETV5/FGFR1/FOXA1/FOXG1/GATA2/GDF7/GDPD5/HMG20B/HOXD3/IMPACT/KCTD11/MEF2C/MICOS10-NBL1/NBL1/NCOA1/NEUROD2/NKX2-5/REST/RHOA/SH3GL3/SHOC2/SOCS2/SOX11/TCF12/TCF3/TGIF1/TGIF2/TRIM32/VWC2/VWC2L/ZEB1",41
"GO:1903320","GO:1903320","regulation of protein modification by small protein conjugation or removal","86/4700","242/18860",0.355371900826446,1.42602426586953,3.84283855488312,0.000137747392946544,0.00614614175448079,0.00502373693332046,"ABL1/ARRB2/BMI1/CAPN3/CAV1/CDC20/CENPS/CEP63/CEP78/CHFR/COMMD1/COPS5/COPS8/COPS9/CTNNB1/DCUN1D4/DERL1/DNAJA1/DNAJA3/EGR1/EPAS1/EPM2A/FANCI/FBXO33/FOXF2/FZR1/GPS1/GSK3A/GTPBP4/HDAC4/HERPUD1/HIF1A/HMG20A/HMG20B/HSPA1A/INAVA/ITCH/LRRK2/MAD2L2/MALT1/MINAR1/MTA1/NDFIP1/NOD2/NOP53/NPM1/PARK7/PDCD6/PIAS4/PINK1/PLK1/PPIA/PRICKLE1/PRKCE/PRKN/PRMT3/RASSF5/RELA/RIPK2/RNF111/RNF180/RPL5/RPS7/RWDD3/SAE1/SENP2/SIRT7/SPHK1/SPOPL/SPRTN/SPSB4/SQSTM1/STUB1/TCF25/TRIB3/U2AF2/UBA2/UBB/UBE2D1/UBE2S/UBXN2A/UFL1/USP4/VCP/VPS28/WNK1",86
"GO:0045879","GO:0045879","negative regulation of smoothened signaling pathway","20/4700","37/18860",0.540540540540541,2.16906267970098,4.10082154068886,0.000138124861735118,0.00614614175448079,0.00502373693332046,"ENPP1/GLIS2/HHIP/IFT122/KCTD11/KCTD6/MEGF8/MGRN1/PRKACB/PTCH1/PTCH2/RB1/RFX4/RUNX2/SUFU/TMED2/TRAF3IP1/TULP3/ULK3/VCP",20
"GO:0048705","GO:0048705","skeletal system morphogenesis","83/4700","232/18860",0.357758620689655,1.43560161408657,3.84615684538395,0.000138137405687919,0.00614614175448079,0.00502373693332046,"ACTN3/ACVR2B/ATG9B/BMI1/BMP1/BMP4/BMPR2/COL1A1/CSGALNACT1/CTNNB1/DYNC2I1/EXT2/FGF18/FGF8/FGFR1/FGFR3/FOSL2/FOXC1/FUZ/GHR/GREM1/GSC/HHIP/HOXA7/HOXB2/HOXB6/HOXB7/HOXC9/HOXD10/HOXD3/HOXD8/HYAL1/INPPL1/INSIG1/INSIG2/IRX5/LAMA5/LHX1/LTBP3/MAPK14/MDFI/MEF2C/MEGF8/MMP2/MTHFD1/MTHFD1L/MYCN/NAB2/NDST1/NIPBL/NOG/NPPC/NPR2/OSR1/PDGFRA/PEX7/PHOSPHO1/PKD1/PLEKHA1/RAB33B/RARB/RDH10/RFLNA/RIPPLY2/RUNX2/SCX/SGPL1/SKI/SMAD2/SMAD3/SOX11/SPEF2/TFAP2A/TGFB2/TIPARP/TSKU/TULP3/UNCX/VEGFA/WDR19/WNT9B/WWOX/ZEB1",83
"GO:0072001","GO:0072001","renal system development","113/4700","334/18860",0.338323353293413,1.35761243470506,3.79902059152893,0.000145324052202858,0.00642068085187172,0.00524813986092912,"ACE/ACVR2B/ADAMTS16/APAF1/AQP11/ARG2/ASS1/ASXL1/BASP1/BAX/BCL2L11/BLOC1S6/BMI1/BMP2/BMP4/BMPER/C1GALT1/CASP9/CENPF/CFLAR/CNTRL/COL4A3/CRLF1/CTNNB1/DLL1/DYNC2H1/EDNRA/EGR1/EMX2/EPCAM/FADD/FGF8/FGFR1/FOXC1/FOXF1/GDF11/GLI2/GLIS2/GREM1/GZF1/HOXB7/HS2ST1/HS3ST3A1/ID2/IL6R/ITGB3/KIF26B/LAMA5/LAMB2/LHX1/LRRK2/LZTS2/MAGI2/MEF2C/MME/MYOCD/NDUFS6/NF1/NFIA/NIPBL/NOG/NOTCH1/NOTCH3/NPNT/NUP107/NUP85/OSR1/OVOL1/PAX2/PBX1/PCSK9/PDGFA/PDGFRA/PECAM1/PKD1/PKD2/PLCE1/PLXND1/PRICKLE1/PTCH1/PTK7/PTPRO/RARB/RDH10/RET/RHOA/SEC61A1/SERPINF1/SGPL1/SHH/SLIT2/SMAD1/SMAD2/SMAD3/SMAD4/SMAD5/SMAD6/SOX11/SOX4/SOX8/TFAP2A/TGFB2/TIPARP/TP73/TRAF3IP1/VEGFA/WNT1/WNT11/WNT2B/WNT5A/WNT9B/YAP1/ZBTB16",113
"GO:0001667","GO:0001667","ameboidal-type cell migration","90/4700","256/18860",0.3515625,1.41073803191489,3.81204806244182,0.000150998552867762,0.00662506150707306,0.00541519664012603,"ACVR1B/ACVR2B/ADAM9/AKAP12/ANLN/APPL1/ARF6/ARHGAP5/ARHGEF7/ARSB/BAG4/BMP4/BMPR2/CAPN7/CDC42/CORO1A/DMTN/DOCK1/DOCK5/EDN3/EDNRA/FAM114A1/FAT2/FER/FGF8/FUT8/GNA12/HAS1/HIF1A/IQSEC1/ISL1/ITGA4/ITGB1/ITGB3/ITGB4/ITGB7/KANK1/KIT/LAMA5/MACF1/MACIR/MAP4K4/MAPRE2/MARVELD3/MEGF8/MMP2/NANOS1/NRP2/OCLN/PAFAH1B1/PHACTR4/PIP5K1A/PKN1/PLCG1/PLEC/PML/PRKCE/PRR5L/PTEN/PTPN23/PTPRG/RAB11A/RAC1/RET/RFFL/RIC8A/RREB1/SEMA3B/SEMA3E/SEMA3F/SEMA4B/SEMA4F/SEMA6D/SGPL1/SHH/SMAD2/SMAD3/SMAD4/SNAI2/SOX8/SRC/SRGAP2/SYDE1/TESK1/TGFB2/THBS1/TMEM201/VEGFA/WNT5A/YTHDF3",90
"GO:0003181","GO:0003181","atrioventricular valve morphogenesis","16/4700","27/18860",0.592592592592593,2.3779353821907,4.12788522560759,0.000153723141857991,0.00667777305989248,0.00545828203992478,"BMP2/BMPR1A/BMPR2/CCN1/EFNA1/HEY1/HEY2/MDM2/NAGLU/NOTCH1/OLFM1/SMAD4/SMAD6/SOX4/TGFB2/ZFPM1",16
"GO:0045927","GO:0045927","positive regulation of growth","92/4700","263/18860",0.349809885931559,1.40370520184451,3.7983712202663,0.000157193704119509,0.00667777305989248,0.00545828203992478,"ACTN3/AGRN/ANAPC2/ATP8A2/AVP/BASP1/BMPR1A/BMPR2/CACNA2D2/CAPN3/CCNB1/CDC42/CDH4/CHD7/CPNE6/CREB1/DDX49/DIO3/DISC1/DLL1/EIF4G1/ERBB2/EXOSC2/EXTL3/FGF8/FGF9/FGFR1/GATA6/GHR/GLI1/GOLGA4/H3-3A/HEY2/HMGA2/HSF1/HYAL1/IGF2/INS/ISLR2/KDM2B/LEP/LIMK1/MACF1/MAP2K5/MAPK14/MAPT/MEF2C/MEGF8/MIR199A1/MLST8/MYOD1/NCBP1/NEDD4L/NIPBL/NOTCH1/NRG1/NTN1/PABIR1/PAFAH1B1/PARP2/PIM1/PLCB1/PLS1/POU4F2/PRKN/RBPJ/RIMS1/RIMS2/RND2/RNF157/RPS6KA1/RUFY3/SLC23A2/SOX15/SPHK1/SPTBN4/STAT5A/SUPV3L1/SYT1/SYT17/TBX2/TEAD1/TGFB2/TRIM32/TRPV2/UNC13A/VEGFA/WNT3A/YAP1/ZFPM2/ZFYVE27/ZNF639",92
"GO:0042176","GO:0042176","regulation of protein catabolic process","127/4700","383/18860",0.331592689295039,1.33060385534137,3.76589497392189,0.000157397201428465,0.00667777305989248,0.00545828203992478,"ABCA2/ADAM8/ADAM9/ADRA2A/APC/AQP11/ATG7/AZIN2/CAV1/CBFA2T3/CCAR2/CDC20/CDKN1B/CENATAC/CHFR/CHMP6/COMMD1/CSNK2B/CTSA/CUL4A/DACT1/DTL/DVL1/EEF1A2/EGLN2/EPM2A/FOXF2/FURIN/FZR1/GBA1/GFAP/GNA12/GPX1/GRIN2C/GSK3A/HERPUD1/HGS/HSPA1A/INS/ITCH/LRP1/LRRK2/MAD2L2/MAP1A/MDM2/NDFIP1/NEDD4L/NKD2/NOP53/NSF/NUB1/OAZ3/OSBPL7/PABIR1/PACSIN3/PARK7/PCSK9/PHB1/PIN1/PINK1/PITHD1/PKD1/PLK1/PLK3/PPP2R3A/PRICKLE1/PRKN/PSMC3/PSMC4/PSMC5/PSMC6/PSMD14/PSMD2/PSME1/PSME2/PSME3/RAD23A/RAD23B/RELA/RGMA/RGP1/RHBDD1/RHBDF1/RIC1/RNF180/RNFT2/SGTA/SH3RF3/SHH/SMAD3/SMAD4/SNRNP70/SNX1/SNX9/SOCS4/SORL1/STUB1/STX5/TIPARP/TLK2/TMEM132A/TMEM259/TNFRSF1B/TNFSF12/TRIB1/TRIB3/TRIM32/TRIM39/TSPAN17/UBB/UBE2K/UBXN2A/UFL1/USP13/USP14/USP19/USP38/USP5/USP7/VCP/VGLL4/VPS28/WAC/WNT5A/ZER1/ZFAND2A/ZYG11B",127
"GO:0009185","GO:0009185","ribonucleoside diphosphate metabolic process","53/4700","135/18860",0.392592592592593,1.57538219070134,3.86535173085955,0.000159063243243753,0.00667777305989248,0.00545828203992478,"ACTN3/AK1/AK4/AK5/ALDOA/BAD/CAD/CARD11/CBFA2T3/CMPK1/DHODH/ENO2/ENO3/ENTPD2/ENTPD4/ENTPD7/FBP1/FKRP/FOXK1/FOXK2/GALK1/GAPDH/GCK/GIT1/GPI/GUK1/HDAC4/HIF1A/HK1/HK2/INS/JMJD8/KAT2B/LDHA/MAGI3/MLST8/NUDT9/PFKFB2/PFKFB3/PFKM/PFKP/PGAM1/PGM1/PRKAG2/RAN/RRM2/SRC/TIGAR/TJP2/TPI1/YAP1/ZBTB20/ZBTB7A",53
"GO:0007548","GO:0007548","sex differentiation","102/4700","297/18860",0.343434343434343,1.37812164195143,3.78409743192259,0.000159098810355895,0.00667777305989248,0.00545828203992478,"ACE/ACVR2A/ADAM15/ADAM18/ADCYAP1R1/ADGRG1/AGO4/ASB1/ATM/BASP1/BAX/BCL2L11/BCL2L2/BMPR1A/CASP2/CBL/CBX2/CCND1/CHD7/CNOT9/CTNNB1/DMRT1/DMRTB1/DNAAF3/EIF2B2/EIF2B5/ESR1/FANCG/FER/FGF8/FGF9/FKBP4/FNDC3A/FOXC1/FOXF2/FOXO3/FST/GATA6/H3-3A/HMGA2/HSD17B4/ING2/INHBB/IRX5/KIT/LEP/LFNG/LHX1/LHX9/LSM14B/MIR455/MMP2/MSH4/NCOA1/NHLH2/NIPBL/NKX2-1/NOTCH1/NPPC/NPR2/NR2F2/NR5A1/NR5A2/NTRK1/NUP107/OSR1/PBX1/PDGFRA/PKD1/PLEKHA1/PTPRN/RAC1/RDH10/RHOBTB3/SAFB2/SCX/SGPL1/SHH/SLIT2/SMAD4/SMAD5/SOX15/SOX8/SPO11/SRD5A1/STAT5A/TFAP2C/TGFB2/TIPARP/TLR9/TYRO3/UBB/UTF1/VEGFA/VGF/WDR19/WNT2B/WNT5A/WNT9B/ZFP42/ZFPM2/ZNF830",102
"GO:0031122","GO:0031122","cytoplasmic microtubule organization","30/4700","65/18860",0.461538461538462,1.85204582651391,3.96437838325031,0.000159481872671544,0.00667777305989248,0.00545828203992478,"CAMSAP2/CLIP1/CLIP2/CLIP4/CRIPT/DVL1/DYNC1H1/FSD1/HOOK1/HOOK2/HOOK3/KANK1/KATNAL2/KATNB1/MAPT/PAFAH1B1/PDE4DIP/PLK3/PPFIA1/PPFIBP1/RAB11A/RHOA/SLAIN1/SLK/TBCB/TUBG1/TUBG2/TUBGCP2/TUBGCP3/TUBGCP4",30
"GO:0030324","GO:0030324","lung development","74/4700","203/18860",0.364532019704433,1.46278167906928,3.81926596931585,0.000159598564742603,0.00667777305989248,0.00545828203992478,"ACVR2B/ADAMTSL2/AP3B1/ASXL1/ATXN1/BLOC1S6/BMP2/BMP4/BMPR1A/BMPR2/CDC42/CIC/CREB1/CRISPLD2/CTNNB1/DAG1/DNAAF1/DNAAF3/EPAS1/FGF18/FGF8/FGF9/FGFR1/FLT4/FOSL2/FOXA1/FOXF1/FOXP2/GATA6/GLI1/GLI2/HEG1/HHIP/HMGA2/HS6ST1/IL13/KLF2/LAMA5/LTBP3/MAN1A2/MME/MYCN/MYOCD/NKIRAS2/NKX2-1/NOG/NOTCH1/ODAD4/PDGFA/PDGFRA/PHF14/PKD1/PKDCC/PTK7/RBPJ/RDH10/RPL13A/RXFP1/SEC24B/SHH/SMAD2/SOX11/SREBF1/SRSF6/TBX2/TMEM38B/TP73/VEGFA/WNT11/WNT2B/WNT5A/YAP1/YWHAZ/ZFPM2",74
"GO:0003281","GO:0003281","ventricular septum development","34/4700","77/18860",0.441558441558442,1.77187068250898,3.91006576093565,0.000176202533179323,0.00729808988031158,0.00596531696453051,"BMP4/BMPR1A/BMPR2/CCN1/CNTRL/DCTN5/FGFRL1/FRS2/HEG1/HEY1/HEY2/ID2/LMO4/MATR3/MDM2/NKX2-5/NOG/NOTCH1/NSD2/PDE2A/PTK7/RBM15/RBPJ/SLIT2/SMAD4/SMAD6/SOX11/SOX4/SUFU/TGFB2/WNT11/WNT5A/ZFPM1/ZFPM2",34
"GO:0045814","GO:0045814","negative regulation of gene expression, epigenetic","72/4700","197/18860",0.365482233502538,1.46659466465061,3.79278990231997,0.000177261609882854,0.00729808988031158,0.00596531696453051,"ARB2A/ATF7IP/BAP1/BAZ2A/BMI1/CBX3/CDKN2B-AS1/CDYL/CHEK1/CTCF/CTR9/DDX4/DOT1L/EED/EHMT1/FKBP6/H2AC1/H2AC17/H2AC18/H2AC19/H2AC21/H2AC25/H2AC7/H3-3A/HDAC4/HDAC9/HMGA2/ING2/JARID2/KMT2D/L3MBTL1/LHX2/LMNA/LMNB1/LMNB2/MAEL/MBD1/MBD3L2B/MBD3L3/MBD3L4/MTA1/PCGF3/PCGF5/PHF1/PHF2/PIWIL1/PPHLN1/PPM1D/PTENP1-AS/RB1/RBM15/RESF1/RLF/SIRT7/SMARCA2/SMARCA4/SMARCA5/SMARCAD1/SMCHD1/SMYD5/SPEN/SPIN1/SUV39H2/SUZ12/TASOR2/TDRD1/TDRD5/TFAP2C/TRIM28/UHRF1/UHRF2/USP7",72
"GO:0140238","GO:0140238","presynaptic endocytosis","35/4700","80/18860",0.4375,1.75558510638298,3.90173007173377,0.000177928889838149,0.00729808988031158,0.00596531696453051,"ACTB/AP2A2/AP2M1/AP3D1/AP3S1/AP3S2/ARF6/BLTP1/BTBD8/BTBD9/CALM1/CALM3/CANX/CAPN2/CLTB/DGKQ/DNAJC6/DNM1/DNM2/DNM3/FCHO2/LRRK2/NLGN1/PARK7/PIK3C3/PPP3CC/PRKN/RAC1/SCRIB/SLC2A4/SNCB/SNX9/STX1A/SYNJ2/TBC1D24",35
"GO:1901873","GO:1901873","regulation of post-translational protein modification","87/4700","247/18860",0.352226720647773,1.41340339391851,3.76782703744525,0.000179044623527745,0.00729808988031158,0.00596531696453051,"ABCA2/ABL1/ARRB2/BMI1/CAPN3/CAV1/CDC20/CENPS/CEP63/CEP78/CHFR/COMMD1/COPS5/COPS8/COPS9/CTNNB1/DCUN1D4/DERL1/DNAJA1/DNAJA3/EGR1/EPAS1/EPM2A/FANCI/FBXO33/FOXF2/FZR1/GPS1/GSK3A/GTPBP4/HDAC4/HERPUD1/HIF1A/HMG20A/HMG20B/HSPA1A/INAVA/ITCH/LRRK2/MAD2L2/MALT1/MINAR1/MTA1/NDFIP1/NOD2/NOP53/NPM1/PARK7/PDCD6/PIAS4/PINK1/PLK1/PPIA/PRICKLE1/PRKCE/PRKN/PRMT3/RASSF5/RELA/RIPK2/RNF111/RNF180/RPL5/RPS7/RWDD3/SAE1/SENP2/SIRT7/SPHK1/SPOPL/SPRTN/SPSB4/SQSTM1/STUB1/TCF25/TRIB3/U2AF2/UBA2/UBB/UBE2D1/UBE2S/UBXN2A/UFL1/USP4/VCP/VPS28/WNK1",87
"GO:1904375","GO:1904375","regulation of protein localization to cell periphery","60/4700","158/18860",0.379746835443038,1.52383517371398,3.80939323432241,0.00018167410302137,0.00735780117236547,0.00601412381526882,"ABCA2/ACSL3/ACTB/AKAP5/AP2M1/APPL1/ARF6/ARHGAP44/ATP2B4/ATP2C1/CACNA2D2/CLTC/CNPY4/CNST/COMMD1/CPLX1/CSK/DAG1/DPP10/EIF4G1/EPB41/EPHB2/EPM2A/GNAI1/GPC6/GPSM2/HRAS/INS/ITGB1/KIF2C/LDLRAP1/LGALS3/LRP1/LYPLAL1/NKD2/NRXN1/OLFM1/PDPK1/PKDCC/PLK1/PLS1/PPFIA1/PPP2R5A/PRKCE/PRKCH/RAB11A/RER1/RHOQ/SPTBN1/SQSTM1/STAC/STX3/STX4/TMED2/TMEM108/VPS26B/WNK1/WNT3A/ZDHHC5/ZDHHC7",60
"GO:0016331","GO:0016331","morphogenesis of embryonic epithelium","59/4700","155/18860",0.380645161290323,1.52743994509266,3.79871439836672,0.000190023214871275,0.00757972342960893,0.00619551875937778,"ABL1/ALDH1A3/APAF1/ARHGAP35/BMP4/BRD2/CTNNB1/DVL1/FGF8/FUZ/FZD3/GDF7/GREM1/HIF1A/HS2ST1/IFT122/KDM2B/LAMA5/LHX2/LLGL2/LMO4/MIB1/MTHFD1/MTHFD1L/NOG/OPA1/OSR1/PALS1/PAX2/PHACTR4/PRICKLE1/PRKACB/PTCH1/PTK7/RDH10/RET/RGMA/RPS7/SCRIB/SEC24B/SHH/SKI/SOX11/SOX8/SPINT1/SPINT2/ST14/SUFU/TFAP2A/TGFB2/TGIF1/TMED2/TSC2/TULP3/VASP/WNT16/WNT2B/WNT5A/WNT9B",59
"GO:0046474","GO:0046474","glycerophospholipid biosynthetic process","74/4700","204/18860",0.362745098039216,1.45561118064247,3.76943989553058,0.000190116517919353,0.00757972342960893,0.00619551875937778,"ABHD5/ABHD8/ACSL3/AGPAT2/AGPAT5/APOA1/ATM/CAPN2/CDS1/CDS2/CEPT1/CRLS1/DGKA/DGKD/DGKE/DGKH/DGKQ/DGKZ/EFR3A/EFR3B/FABP5/FAR1/GNPAT/GPAA1/GPAT3/GPAT4/INPP1/INPP4A/INPP5F/INPPL1/ITPKA/LPCAT2/LPIN1/MBOAT7/MPPE1/PDGFA/PGAP2/PGS1/PI4K2A/PI4K2B/PIGB/PIGG/PIGL/PIGQ/PIGT/PIGV/PIGX/PIGZ/PIK3C3/PIK3CA/PIK3CD/PIP4K2A/PIP4K2B/PIP4K2C/PIP5K1A/PIP5K1B/PITPNM1/PITPNM2/PITPNM3/PLD2/PTDSS1/PTDSS2/PTEN/SELENOI/SH3GLB1/SLC30A5/SLC44A1/SLC44A2/SLC44A3/SPATA18/SYNJ2/TTC7A/TTC7B/UBE3C",74
"GO:0051052","GO:0051052","regulation of DNA metabolic process","159/4700","497/18860",0.319919517102616,1.2837621473522,3.69349462866661,0.00019075277386955,0.00757972342960893,0.00619551875937778,"ABL1/ACTB/ACTL6A/ANKLE1/APAF1/APLF/ARID1A/ARID1B/ARID2/ATAD5/ATF1/ATM/ATRIP/ATXN7/BABAM1/BABAM2/BAX/BCL7A/BRPF3/CAMSAP3/CCT5/CCT6A/CDC6/CDC7/CDK9/CDKN1B/CDT1/CEBPG/CHEK1/CHRAC1/CHTF18/CIDEA/CTNNB1/CUL4A/DBF4/DCP2/DDX11/DFFB/DHX9/DPF2/DYNLL1/ENDOG/ENY2/EP400/EPC2/ERCC4/EYA2/EYA4/FAM168A/FGFR1/FUS/GLI1/GLI2/GMNN/GTPBP4/H1-10/H1-4/HCRT/HMGA2/HNRNPA1/HSF1/ING3/ING5/INO80C/INO80E/JADE1/JADE2/KAT2B/KAT7/KCNK2/KMT5A/LIG3/LMNA/MAD2L2/MAP2K7/MAPKAPK5/MCM2/MCM4/MGMT/MLH1/MORF4L1/MRGBP/MSH3/MSH6/NABP2/NAT10/NDFIP1/NEK2/NEK7/NPAS2/NPPC/NSD2/NSMCE2/NSMCE4A/NUDT16L1/OGG1/PARP3/PIAS4/PKIB/PLK1/PML/PNKP/POLH/PPP4R2/PRDM9/PRKCD/PRKDC/RAD51AP1/RBBP6/RFC3/RMI2/RNF8/RTEL1/SENP2/SENP3/SETMAR/SGF29/SH2B1/SHLD2/SIRT7/SMARCA2/SMARCA4/SMARCA5/SMARCAD1/SMARCD1/SMARCD2/SMC5/SMCHD1/SMOC2/SPIRE2/SRC/SSBP1/STAT6/TADA2B/TADA3/TAF6L/TBX21/TCP1/TENT4B/TERF2IP/TFDP1/TFPT/TICRR/TIGAR/TNKS2/TRIM28/TRRAP/UPF1/USP1/USP7/VEGFA/WEE1/WRN/WRNIP1/XRCC5/YEATS4/YLPM1/YY1/ZBTB38",159
"GO:0048193","GO:0048193","Golgi vesicle transport","108/4700","319/18860",0.338557993730408,1.35855399186287,3.72100247668174,0.000195173012460389,0.00766657794144613,0.00626651195093962,"ACSL3/ANK3/AP1G2/AP3D1/AP3S1/AP3S2/AP4M1/AP5Z1/ARF4/ARF5/ARFGAP2/ARFRP1/ARL8B/ATP2C1/ATP9B/CNST/COG1/COG2/COG4/COG6/COG8/COMMD1/COPG1/CSK/CUX1/DNM2/EHD3/ERGIC3/EXOC6/GOLGA2/GOLGA4/GOLGA7/GOSR2/HTT/INSIG1/KIF1C/KRT18/LAMP1/LLGL1/LLGL2/LMAN2/LRRK2/LYPLAL1/MACF1/MIA2/MPPE1/MYO18A/NAPG/NKD2/NRBP1/NSF/OSBPL5/PDCD6/PHAF1/PKDCC/PLPP3/RAB10/RAB11A/RAB11FIP3/RAB1B/RAB26/RAB2A/RAB33B/RAB3IP/RAB4B/RAB8A/RABEP1/RABGGTB/RER1/RNF139/RUFY1/SCAMP1/SCAMP3/SCAP/SEC22A/SEC24A/SEC24B/SEC24C/SEC31B/SGSM2/SNAP23/SNX1/SNX2/SORL1/SPAST/SPIRE2/SPTBN1/STX17/STX5/STXBP5/STXBP5L/SYS1/TAPBP/TBC1D14/TFG/TMED2/TMED3/TMED9/TRAPPC11/TRAPPC5/TRAPPC6A/TRAPPC9/VAPA/VAPB/VCP/VPS13A/VPS35L/YIF1B",108
